"","Taxon","Family","Order","Year","Clean_code","IUCNName","mass"
"1425","Thrixspermum centipeda","Orchidaceae","Orchidales",2001,"NE","Thrixspermum centipeda",0.022
"1426","Thrixspermum centipeda","Orchidaceae","Orchidales",2002,"NE","Thrixspermum centipeda",0
"1427","Thrixspermum centipeda","Orchidaceae","Orchidales",2003,"NE","Thrixspermum centipeda",0
"1428","Thrixspermum centipeda","Orchidaceae","Orchidales",2004,"NE","Thrixspermum centipeda",0
"1429","Thrixspermum centipeda","Orchidaceae","Orchidales",2005,"NE","Thrixspermum centipeda",0
"1430","Thrixspermum centipeda","Orchidaceae","Orchidales",2006,"NE","Thrixspermum centipeda",0
"1431","Thrixspermum centipeda","Orchidaceae","Orchidales",2007,"NE","Thrixspermum centipeda",0
"1432","Thrixspermum centipeda","Orchidaceae","Orchidales",2008,"NE","Thrixspermum centipeda",0
"1433","Thrixspermum centipeda","Orchidaceae","Orchidales",2009,"NE","Thrixspermum centipeda",0
"1434","Thrixspermum centipeda","Orchidaceae","Orchidales",2010,"NE","Thrixspermum centipeda",0
"1435","Thrixspermum centipeda","Orchidaceae","Orchidales",2011,"NE","Thrixspermum centipeda",0
"1436","Thrixspermum centipeda","Orchidaceae","Orchidales",2012,"NE","Thrixspermum centipeda",0
"1437","Thrixspermum centipeda","Orchidaceae","Orchidales",2013,"NE","Thrixspermum centipeda",0
"1438","Thrixspermum centipeda","Orchidaceae","Orchidales",2014,"NE","Thrixspermum centipeda",0
"1439","Thrixspermum centipeda","Orchidaceae","Orchidales",2015,"NE","Thrixspermum centipeda",0
"1440","Thrixspermum centipeda","Orchidaceae","Orchidales",2016,"NE","Thrixspermum centipeda",0
"1441","Thrixspermum centipeda","Orchidaceae","Orchidales",2017,"NE","Thrixspermum centipeda",0
"1442","Thrixspermum centipeda","Orchidaceae","Orchidales",2018,"NE","Thrixspermum centipeda",0
"1443","Thrixspermum centipeda","Orchidaceae","Orchidales",2019,"NE","Thrixspermum centipeda",0
"1444","Thrixspermum centipeda","Orchidaceae","Orchidales",2020,"NE","Thrixspermum centipeda",0
